STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FM,Micronesia (Federated States of),EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,76.5,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FM,Micronesia (Federated States of),EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,74.8,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FM,Micronesia (Federated States of),EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,85.3,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FM,Micronesia (Federated States of),EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,83.6,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FM,Micronesia (Federated States of),EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,81.9,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FM,Micronesia (Federated States of),EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,80.1,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NR,Nauru,EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,99.8,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NR,Nauru,EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,99.7,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NR,Nauru,EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NR,Nauru,EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NR,Nauru,EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NR,Nauru,EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MP,Northern Mariana Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MP,Northern Mariana Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MP,Northern Mariana Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MP,Northern Mariana Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MP,Northern Mariana Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MP,Northern Mariana Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,96.8,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,98.9,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,98.3,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,98.3,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,99.2,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PW,Palau,EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PW,Palau,EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PW,Palau,EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PW,Palau,EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PW,Palau,EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PW,Palau,EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,93.8,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,92.7,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,99.8,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,98.3,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,96.8,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,62.8,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,57.8,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,70,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,70,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,67.3,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,64.5,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,KI,Kiribati,EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,85.7,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,KI,Kiribati,EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,92.6,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,KI,Kiribati,EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,94.4,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,KI,Kiribati,EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,92.8,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,KI,Kiribati,EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,91,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,KI,Kiribati,EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,89.3,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TV,Tuvalu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,98.7,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TV,Tuvalu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,97.3,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TV,Tuvalu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TV,Tuvalu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,99.7,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TV,Tuvalu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,99.4,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TV,Tuvalu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,99.7,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TO,Tonga,EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,98.2,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TO,Tonga,EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,97,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TO,Tonga,EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TO,Tonga,EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TO,Tonga,EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,99.9,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TO,Tonga,EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,98.4,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,96,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,93.4,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,92,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,92.1,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,97.1,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,96.1,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,SB,Solomon Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2017,,62.9,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,SB,Solomon Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2016,,58.2,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,SB,Solomon Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2022,,76,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,SB,Solomon Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2021,,76.3,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,SB,Solomon Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2020,,72.9,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,SB,Solomon Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2019,,69.4,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,EG_ELC_ACCS_ZS,Access to electricity (% of population),2018,,16.6,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,GU,Guam,EG_ELC_ACCS_ZS,Access to electricity (% of population),2018,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FM,Micronesia (Federated States of),EG_ELC_ACCS_ZS,Access to electricity (% of population),2018,,78.3,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2018,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NR,Nauru,EG_ELC_ACCS_ZS,Access to electricity (% of population),2018,,99.9,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MP,Northern Mariana Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2018,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,EG_ELC_ACCS_ZS,Access to electricity (% of population),2018,,99.8,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,EG_ELC_ACCS_ZS,Access to electricity (% of population),2018,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PW,Palau,EG_ELC_ACCS_ZS,Access to electricity (% of population),2018,,100,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,EG_ELC_ACCS_ZS,Access to electricity (% of population),2018,,95.3,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2018,,61.6,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,KI,Kiribati,EG_ELC_ACCS_ZS,Access to electricity (% of population),2018,,87.5,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TV,Tuvalu,EG_ELC_ACCS_ZS,Access to electricity (% of population),2018,,99,,,,,,,,,,,
